supplier_code,supplier_name,supplier_index,supplier_zipcode,supplier_address1,supplier_address2,supplier_address3,supplier_tel,supplier_fax,supplier_email,supplier_salerep,supplier_industrytype,supplier_businesstype,supplier_information
200016,エスカム　株式会社,ｴｽｶﾑ,110-0005,東京都台東区,上野7-9-15,車坂ビル2F,03-5806-1381,03-5806-1382,,,,,
200017,株式会社　エスパル,ｴｽﾊﾟﾙ,111-0053,東京都台東区,浅草橋3-3-1,田村ビル501,03-5828-1791,03-5828-1790,,,,,
200019,株式会社　エヌ・ワイ・ピー,ｴﾇ･ﾜｲ･,110-0015,東京都台東区,東上野3-15-14,ウエノエストビル2F,03-3833-7021,03-3837-4090,,,,,
200021,株式会社　エルシオン,ｴﾙｼｵﾝ,106-0046,東京都港区,元麻布3-10-9,,03-3796-1370,,,,,,
200022,近江屋写真用品　株式会社,ｵｳﾐﾔﾔｼ,132-0035,東京都江戸川区,平井5-1-1,日本通運㈱平井支店内　K号棟1F,03-5600-2581,03-5600-2582,,,,,
200023,株式会社　オーバル,ｵｰﾊﾞﾙ,340-0015,埼玉県草加市,高砂2-2-32,浅古ビル4F,048-923-1516,048-923-1517,,,,,
200025,有限会社　キャｯスルプロダクツ,ｷｬｯｽﾙﾌ,116-0014,東京都荒川区,東日暮里5-35-5,サカエビル1Ｆ,03-3806-1461,03-5818-1317,,,,,
200026,有限会社　きゃろっとサプライ,ｷｬﾛｯﾄｻ,063-0054,北海道札幌市西区,宮の沢四条3丁目16番25号,,011-665-1001,011-665-2030,,,,,
200028,株式会社　協和時販,ｷｮｳﾜｼﾞ,110-0015,東京都台東区,東上野3-15-13,スエヒロビル4F,03-3833-1651,03-3833-1658,,,,,
200030,株式会社　クレーマ,ｸﾚｰﾏ,551-0023,大阪府大阪市大正区,鶴町1-1-31,,06-6563-6650,06-6563-6651,,,,,
200032,有限会社　クマモト,ｸﾏﾓﾄ,238-0313,神奈川県横須賀市,武3-17-12-1103,,0468-57-9146,0468-57-9146,,,,,
200034,グローバルタイムジャパン,ｸﾞﾛｰﾊﾞ,151-0051,東京都渋谷区,千駄ケ谷5-26-5-907,,03-3353-5696,,,,,,
200035,株式会社　ケイアンドオー,ｹｲｱﾝﾄﾞ,543-0025,大阪府大阪市天王寺区,下味原町3-9,BWI下味原ビル7F,06-6774-1800,06-6774-1801,,,,,
200037,株式会社　コックス,ｺｯｸｽ,110-0012,東京都台東区,竜泉3-41-7,Kフラッツ1F,03-5603-6321,03-5603-6323,,,,,
200039,有限会社　コラボ,ｺﾗﾎﾞ,110-0016,東京都台東区,台東3-40-2,,03-5807-1601,03-5807-1602,,,,,
200041,株式会社　サガワ,ｻｶﾞﾜ,556-0006,大阪府大阪市浪速区,日本橋東2-4-20,,06-6643-5651,06-6649-5335,,,,,
200045,株式会社　三幸宝飾,ｻﾝｺｳﾎｳ,110-0005,東京都台東区,上野5-11-2,第3オリエントビル2F,03-3836-2535,03-3836-2832,,,,,
200048,株式会社　シービーエス,ｼｰﾋﾞｰｴ,541-0057,大阪府大阪市中央区,北久宝寺町3-3-1,心斎橋モリセビル601号,06-6244-9551,06-6244-9552,,,,,
200049,株式会社,ｼﾀｰﾝｲﾝ,110-0015,東京都台東区,東上野1-7-9,松村ビル4F,03-3834-4311,03-3834-4312,,,,,
200054,株式会社　セベ,ｾﾍﾞ,230-0076,神奈川県横浜市鶴見区,馬場3-2-32,,045-580-7151,045-580-7155,,,,,
200055,株式会社　セルズ,ｾﾙｽﾞ,111-0041,東京都台東区,元浅草3-6-1,エクセレントタワー2Ｆ,03-3847-9990,03-3847-9990,,,,,
200059,株式会社　タスク,ﾀｽｸ,110-0015,東京都台東区,東上野1-1-12,栗橋ビル,03-3831-5821,03-3835-7367,,,,,
200061,中部商事　株式会社,ﾁｭｳﾌﾞｼ,460-0011,愛知県名古屋市中区,大須3-17-24,,052-263-6081,052-263-6094,,,,,
200063,株式会社　トウカイタイム,ﾄｳｶｲﾀｲ,476-0003,愛知県東海市,荒尾町東屋敷2番地,,052-603-4799,052-603-4899,,,,,
200064,株式会社　トキマ,ﾄｷﾏ,110-0015,東京都台東区,東上野1-11-7,,03-5807-3131,03-5807-3132,,,,,
200065,トップモア　株式会社,ﾄｯﾌﾟﾓｱ,111-0043,東京都台東区,駒形1-2-6,大竹ビル,03-3841-7081,03-3841-5843,,,,,
200067,有限会社　ニチギン,ﾆﾁｷﾞﾝ,120-0014,東京都足立区,西綾瀬2-12-9-206,,03-6806-3301,03-6806-3341,,,,,
200069,株式会社　ニバル,ﾆﾊﾞﾙ,101-0021,東京都千代田区,外神田6-14-9,秋葉原MFビル28号館6F,03-5688-8741,03-5688-8742,,,,,
200074,株式会社,ﾊﾙｼﾞｬﾊ,171-0021,東京都豊島区,西池袋5-26-19,陸王西池袋ビル7F,03-5995-2801,03-5995-2775,,,,,
200075,株式会社　ヒューマンフレーム,ﾋｭｰﾏﾝﾌ,120-0034,東京都足立区,千住3-6,ツォード602,03-3870-3111,03-3870-5741,,,,,
200077,株式会社　フィクス,ﾌｨｸｽ,169-0075,東京都新宿区,高田馬場4-3-8,松島第二ビル　1F・2F,03-5348-1871,03-5348-1575,,,,,
200078,株式会社　富士,ﾌｼﾞ,465-0024,愛知県名古屋市名東区,本郷3-148,,052-777-3001,052-777-3381,,,,,
200082,株式会社　トラストタイム,ﾄﾗｽﾄﾀｲ,110-0015,東京都台東区,東上野1-7-13,オカダビル2F,03-3839-6571,03-3839-6573,,,,,
200084,マーサインターナショナル,ﾏｰｻｲﾝﾀｰﾅｼｮ,104-0043,東京都中央区,湊3-5-10,セントラル新富町6F,03-5541-0170,03-5541-0180,,,,,
200085,株式会社　マックス,ﾏｯｸｽ,906-0013,沖縄県宮古島市,平良字下里1153-3,OKマンション202号,0980-79-8200,0980-79-8210,,,,,
200092,有限会社　ヤマニコーポレーション,ﾔﾏﾆｺｰﾎ,130-0012,東京都墨田区,太平1-11-4,ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ錦糸町第6　403号室,03-6456-1271,03-6456-1272,,,,,
200097,株式会社　芳国産業,ﾖｼｸﾆｻﾝ,111-0043,東京都台東区,駒形2-4-11,ﾖｼｸﾆ駒形ﾋﾞﾙ10F,03-3843-7811,03-3843-2559,,,,,
200098,有限会社　吉葉屋商店,ﾖｼﾊﾞﾔｼ,110-0005,東京都台東区,上野6-10-7,アメ横プラザ58号,03-3832-7005,03-3831-0007,,,,,
200099,株式会社　リーイン,ﾘｰｲﾝ,101-0021,東京都千代田区,外神田5-5-10,,03-3835-3955,03-3835-3956,,,,,
200101,株式会社　ルイシャロン,ﾙｲｼｬﾛﾝ,110-0005,東京都台東区,上野3-7-8,大河内ビル1F,03-3837-7890,03-3837-1348,,,,,
200103,株式会社　ワイナック,ﾜｲﾅｯｸ,115-0045,東京都北区,赤羽3-3-3,ドミール赤羽2F,03-3598-8661,03-3598-8662,,,,,
200104,㈲限会社　和三九,ﾜｻｸ,177-0042,東京都練馬区,下石神井2-19-19,,03-5910-3145,03-5910-3146,,,,,
200105,カワムラ商事　株式会社,ｶﾜﾑﾗｼｮ,277-0921,千葉県柏市,大津ケ丘3-17-14-101,,04-7192-0895,04-7192-0895,,,,,
200106,有限会社　キャビン,ｷｬﾋﾞﾝ,285-0837,千葉県佐倉市,王子台1-4-1,,043-461-9550,043-461-9550,,,,,
200134,有限会社　ベストサポート,ﾍﾞｽﾄｻﾎ,270-2267,千葉県松戸市,牧の原1-164,,047-311-3260,047-311-1727,,,,,
200136,㈱プレジャー,ﾌﾟﾚｼﾞｬ,110-0016,東京都台東区,台東3-5-10,ダイアパレス御徒町第三707号,03-5807-8911,03-5807-8912,,,,,
200137,ヨシダトレーディング,ﾖｼﾀﾞﾄﾚ,332-0016,埼玉県川口市,幸町1-1-28,岩瀬ビル1F,048-241-5325,048-241-5350,,,,,
200139,ダイヤモンド　株式会社,ﾀﾞｲﾔﾓﾝ,541-0057,大阪府大阪市中央区,北久宝寺町1-4-15,SC堺筋本町ビル2F,06-6262-0061,06-6262-0065,,,,,
200140,株式会社　マルマンプロダクツ,ﾏﾙﾏﾝﾌﾟ,110-0012,東京都台東区,竜泉1-27-3,水野ビル3階,03-5808-0711,03-5808-0713,,,,,
200142,株式会社　ビッグワン,ﾋﾞｯｸﾞﾜ,542-0076,大阪府大阪市中央区,難波3-7-3,,06-6634-4741,06-6636-4711,,,,,
200143,CREMA(HK)COMPANY LIMITED,CREMA(,,,,,,,,,,,
200144,㈱マルマンプロダクツ,ﾝﾏﾙﾏﾝﾌ,340-0048,埼玉県草加市,原町3-8-31,,048-946-6113,,,,,,
200147,株式会社　ブレイヴ,ﾌﾞﾚｲｳﾞ,111-0036,東京都台東区,松が谷2-9-5-201,,03-3847-3701,03-3847-3601,,,,,
200149,有限会社　ホップトレーディング,ﾎｯﾌﾟﾄﾚ,201-0016,東京都狛江市,駒井町2-7-2,,03-3488-6789,03-3488-4991,,,,,
200150,JOY　POWER,ｼﾞｮｲﾊﾟ,,,,,,,,,,,
200154,BOMASS　LIMITED,ﾎﾞﾏｽ,,704JOIN-IN　HANG　SING　CENTRE,71-75　CONTAINER　PORT　ROAD,,,,,,,,
200158,有限会社　ユキコーポレーション,ﾕｷｺｰﾎﾟ,225-0026,神奈川県横浜市青葉区,もみの木台24-25,もみの木台フラット103,045-901-3991,045-901-3991,,,,,
200166,株式会社　オーパーツ,ｵｰﾊﾟｰﾂ,101-0032,東京都千代田区,岩本町3-9-17,スリーセブンビル　3F,03-5823-3551,03-5823-3553,,,,,
200168,株式会社　オリエンタルトレイド,ｵﾘｴﾝﾀﾙ,178-0062,東京都練馬区,大泉町3-4-23,,03-3867-8601,03-3867-8605,,,,,
200171,バンガード　有限会社,ﾊﾞﾝｶﾞｰ,270-2254,千葉県松戸市,河原塚237-4,ラルゴ八柱1F,047-383-1401,047-383-1402,,,,,
200180,株式会社エルシオントレーディング,ｴﾙｼｵﾝﾄ,106-0046,東京都港区,元麻布3-10-9,,03-5474-8871,03-3408-5527,,,,,
200186,株式会社　ケイメイト,ｹｲﾒｲﾄ,108-0014,東京都港区,芝5-32-9,,03-3798-3777,03-3798-3762,,,,,
200189,株式会社　シラカワ,ｼﾗｶﾜ,311-4164,茨城県水戸市,谷津町1-30,,029-257-1877,029-257-1875,,,,,
200190,株式会社　オザキ,ｵｻﾞｷ,460-0011,愛知県名古屋市中区,大須3-5-24,,052-241-5291,052-241-6207,,,,,
200194,株式会社　ｱｯｷｰｲﾝﾀｰﾅｼｮﾅﾙ,ｱｯｷｰｲﾝ,101-0021,東京都千代田区,外神田4-4-2,外神田第１ビル　8階,03-5207-7230,03-5207-7231,,,,,
200195,株式会社　サンメイト,ｻﾝﾒｲﾄ,454-0911,愛知県名古屋市中川区,高畑4-55,,052-364-5488,052-353-0209,,,,,
200196,有限会社　GTO,ｼﾞｰﾃｨｰ,175-0092,東京都板橋区,赤塚2-36-20-402,,03-5904-5401,03-5904-5402,,,,,
200210,株式会社　三福,ﾐﾌｸ,540-0003,大阪府大阪市中央区,森ノ宮中央1-18-19,伊藤ビル402,06-6949-1571,06-6949-1572,,,,,
200216,株式会社　ｱﾊﾞﾝｾｺｰﾎﾟﾚｰｼｮﾝ,ｱﾊﾞﾝｾｺ,101-0064,東京都千代田区,猿楽町2-1-1,桐山ビル3F,03-5280-7678,03-3295-4353,,,,,
200239,有限会社　ポールポジション,ﾎﾟｰﾙﾎﾟ,550-0014,大阪府大阪市西区,北堀江1-6-20,アバニテ四ツ箸302号,06-6539-7651,06-6539-7652,,,,,
200242,株式会社　トキテック,ﾄｷﾃｯｸ,169-0075,東京都新宿区,高田馬場1-33-13,千年ビル702号室,03-5155-6780,03-3205-2256,,,,,
200244,株式会社　マルマツ,ﾏﾙﾏﾂ,069-0833,北海道江別市,文京台43-10,,011-386-1610,011-386-1533,,,,,
200251,時計のつのだ,ﾂﾉﾀﾞ,103-0013,東京都中央区,日本橋人形町2-7-2,,03-5623-2737,03-5623-2737,,,,,
200263,瑞穂商事　株式会社,ﾐｽﾞﾎｼｮ,460-0008,愛知県名古屋市中区,栄3-25-43,瑞穂ビル,052-262-6056,052-261-1179,,,,,
200275,株式会社　タケフジ,ﾀｹﾌｼﾞ,110-0016,東京都台東区,台東4-31-8,,03-3832-5788,03-3832-4633,,,,,
200277,株式会社　トキマ企画開発部,ﾄｷﾏｷｶｸ,110-0015,東京都台東区,東上野1-11-7,,03-5807-3131,03-5807-3133,,,,,
200280,株式会社　ｼﾞｬﾊﾟﾝﾒｰﾙｻｰﾋﾞｽ,ｼﾞｬﾊﾟﾝ,150-0002,東京都渋谷区,渋谷1-1-10,ニューハイツ青山　4F,03-5464-2621,03-5464-3765,,,,,
200283,株式会社　ドウシシャ,ﾄﾞｳｼｼｬ,542-0083,大阪府大阪市中央区,東心斎橋1-5-5,,06-6121-5888,06-6121-5920,,,,,
200291,株式会社　マイウォッチ,ﾏｲｳｫｯﾁ,153-0044,東京都目黒区,大橋2-12-19,パレスKY301号,03-5465-2690,03-5465-2691,,,,,
200299,有限会社　ネクストアイ,ﾈｸｽﾄｱｲ,182-0026,東京都調布市,小島町1-11-6,エンケ301号,042-499-1011,042-499-1012,,,,,
200301,株式会社　三喜,ｻﾝｷ,111-0053,東京都台東区,浅草橋1-9-16,日東ビル4F,03-5820-8661,,,,,,
200303,株式会社　ウインズ,ｳｲﾝｽﾞ,532-0003,大阪府大阪市淀川区,宮原2-1-39,ウインズビル,06-6397-4618,06-6397-4104,,,,,
200308,有限会社サイプレストレーディング,ｻｲﾌﾟﾚｽ,550-0004,大阪府大阪市西区,靱本町1-15-14,西井ビル　7F,06-6459-4140,06-6459-4144,,,,,
200313,株式会社　ヤスダ,ﾔｽﾀﾞ,577-0802,大阪府東大阪市,小阪本町2-5-23,,06-6722-5571,06-6722-5575,,,,,
200314,株式会社　コア,ｺｱ,114-0012,東京都北区,田端新町1-13-5-103,,03-3810-3021,03-6809-6430,,,,,
200316,リコーエレメックスエーティー,ﾘｺｰｴﾚﾒ,464-0075,愛知県名古屋市千種区,内山2-14-29,,052-734-0301,,,,,,
200334,ＹＫＭプランニング,ﾜｲｹｰｴﾑ,544-0005,大阪府大阪市生野区,中川2-6-10,,06-6756-8878,06-6751-5255,,,,,
200345,リズム開発　株式会社,ﾘｽﾞﾑｶｲ,3309551,埼玉県さいたま市大宮区北袋町,1丁目299番地12,,048-643-7781,048-643-8281,,,,,
200386,ワンダークエスト　株式会社,ﾜﾝﾀﾞｰｸｴｽﾄ,530-0003,大阪府大阪市北区,堂島1-5-17,堂島グランドビル　7F,06-4797-2511,06-4797-2512,,,,,
200394,株式会社　ＹＳ,ﾜｲｽﾞ,114-0002,東京都北区,王子1-28-10,,03-5902-3002,03-5390-6088,,,,,
200400,株式会社　オザワトレーディング,ｵｻﾞﾜﾄﾚ,501-0472,岐阜県本巣市,下福島484,,058-260-8903,058-260-8904,,,,,
200401,株式会社　グレイス,ｸﾞﾚｲｽ,158-0098,東京都世田谷区,上用賀5-2-12,シンコービル2F,03-6431-0326,03-6431-0327,,,,,
200403,株式会社　ｴｽ･ｹｲ･ｲﾝﾀｰﾅｼｮﾅﾙ,ｴｽｹｲｲﾝﾀｰ,556-0006,大阪府大阪市浪速区,日本橋東1-1-5,SK BUILDING 2階,06-6645-5858,06-6645-5857,,,,,
200414,株式会社　パンデミック,ﾊﾟﾝﾃﾞﾐ,151-0063,東京都渋谷区,富ケ谷1-45-13,,03-6407-2363,03-6407-2375,,,,,
200420,BEIJING BLOSSOM INTERNATIONAL,ﾍﾞｲｼﾞﾝ,100024,No.3129 Dongxu Garden No.18,Shuangziao East Road Chaoyang,"District BEIJING,CHINA",8610-85370325,8610-85372401,,,,,
200422,株式会社　ゆうわ,ﾕｳﾜ,110-0015,東京都台東区,東上野1-7-9-2F,,03-5846-5216,03-5846-5217,,,,,
200441,株式会社　渋谷フェイス,ｼﾌﾞﾔﾌｪ,150-0031,東京都渋谷区,桜丘町4-22,日本発明振興会館4F,03-5784-0918,03-5784-0919,,,,,
200445,株式会社　オークウッド,ｵｰｸｳｯﾄ,158-0097,東京都世田谷区,用賀2-29-3,コーポラス広田101,03-5491-5018,03-5491-5019,,,,,
200452,株式会社　DMM.COM,ﾃﾞｨｰｴﾑ,150-6014,東京都渋谷区恵比寿4-20-3,恵比寿ガーデンプレイス14階,,03-5789-7031,03-5789-7066,,,,,
200457,株式会社　LAYLA,ﾚｲﾗ,110-0005,東京都台東区,上野7-10-12,,03-3841-3325,03-3841-3326,,,,,
200489,株式会社　ミットジャパン,ﾐｯﾄｼﾞｬﾊﾟﾝ,541-0046,大阪府大阪市中央区,平野町1-8-7,小池ビル　7F,06-6229-0310,06-6229-0340,,,,,
200553,株式会社　ノーブルエイト,ﾉｰﾌﾞﾙｴｲﾄ,116-0001,東京都荒川区,町屋8-13-16-101,,03-6803-0522,,,,,,
300000,インテック商品管理,ｲﾝﾃｯｸｼ,,,,,,,,,,,
300002,株式会社　ローヤル企画,ﾛｰﾔﾙｷｶｸ,101-0054,東京都千代田区,神田錦町3-14,ローヤル錦町ビル5F,03-5280-9578,03-5280-9624,,,,,
500002,有限会社　アート,ｱｰﾄ,558-0001,大阪府大阪市住吉区,大領2-2-26,,06-6606-3417,06-6606-3418,,,,,
500006,有限会社　イグニッション,ｲｸﾞﾆｯｼ,550-0015,大阪府大阪市西区,南堀江1-12-2,東榮ビル503,06-6535-7208,06-6535-7328,,,,,
500021,株式会社　クリークス,ｸﾘｰｸｽ,552-0003,大阪府大阪市港区,磯路2-16-7,,06-6599-1700,06-6599-1703,,,,,
500052,株式会社　丸藤,ﾏﾙﾌｼﾞ,543-0062,大阪府大阪市天王寺区,逢阪1-1-16,FT逢阪ビル501,06-4305-8488,06-4305-8489,,,,,
500068,株式会社　アンクラージェ,ｱﾝｸﾗｰｼ,541-0056,大阪府大阪市中央区,久太郎町1-5-31,三星中央ビル201,06-6262-2551,06-6262-2553,,,,,
500070,有限会社　ウェーブ,ｳｪｰﾌﾞ,540-0004,大阪府大阪市中央区,玉造1-21-22,第二高木ビル202,06-4304-2666,06-4304-2667,,,,,
500081,株式会社　元林,ﾓﾄﾊﾞﾔｼ,550-0014,大阪府大阪市西区,北堀江1-18-17,,06-6536-1786,06-6536-5945,,,,,
